cliente_id,genero,edad,ubicacion,frecuencia_compra,promedio_gasto,dias_desde_ultima_compra,tiempo_promedio_sesion,paginas_vistas_promedio,nivel_satisfaccion,carritos_abandonados,total_compras,email_abierto_30d,cliente_abandona,dias_registro,usa_movil,uso_cupon,visitas_semana,metodo_pago
1059,M,54,Machala,0.7,16.15,40,492,12,1,0,5,1,Sí,924,1,0,8,PayPal
1060,M,60,Pichincha,0.5,43.78,41,137,13,1,1,30,1,Sí,1253,0,0,9,PayPal
1061,M,57,Portoviejo,0.7,13.78,97,151,11,2,1,49,1,Sí,1475,1,1,10,Tarjeta
1062,M,43,Manabí,0.6,15.5,64,46,18,3,1,43,5,Sí,988,1,0,8,PayPal
1063,F,40,Puyo,0.1,47.77,30,225,18,3,2,8,3,No,1441,1,0,3,Transferencia
1064,M,61,Ambato,7.1,57.51,29,356,12,1,4,42,0,Sí,1083,1,0,7,PayPal
1065,M,56,Nueva Loja,0.5,33.86,17,347,5,2,2,12,5,Sí,1772,1,0,7,Transferencia
1066,F,32,El Oro,2.6,16.74,16,508,8,1,2,42,5,No,935,1,1,14,Tarjeta
1067,M,21,Imbabura,2.9,24.42,37,281,15,5,1,13,4,No,1460,1,1,7,Efectivo
1068,F,46,Loja,5.3,50.12,13,532,8,3,1,26,0,No,1396,0,0,12,PayPal
1069,M,39,Tena,0.1,36.75,86,148,9,4,0,18,1,Sí,216,0,1,8,Transferencia
1070,M,42,Riobamba,4.1,33.48,88,527,2,1,2,42,0,Sí,917,1,1,4,Tarjeta
1071,F,30,Carchi,1.5,39.7,78,515,5,5,1,49,3,No,467,0,1,11,Transferencia
1072,M,35,Guayas,2.0,34.44,55,74,13,3,1,20,2,No,1217,0,1,6,PayPal
1073,M,50,Tungurahua,2.1,58.19,21,343,4,2,5,16,5,Sí,267,1,0,2,Transferencia
1074,F,33,Tulcán,3.4,23.76,66,208,14,3,0,37,0,No,1053,0,1,7,Tarjeta
1075,F,62,Cañar,0.8,22.04,55,447,7,2,2,3,4,Sí,1838,1,0,9,Tarjeta
1076,F,59,Pastaza,2.6,14.25,18,585,12,2,1,27,3,No,1464,0,0,5,Efectivo
1077,F,61,Santa Elena,1.5,26.9,56,107,5,1,1,15,2,Sí,760,1,0,4,Efectivo
1078,M,19,Imbabura,3.2,18.62,43,355,17,1,2,34,3,No,794,0,0,2,PayPal
1079,M,52,Santo Domingo de los Tsáchilas,9.3,38.27,97,386,8,3,5,45,1,Sí,1024,1,0,7,Tarjeta
1080,M,59,Ibarra,0.4,35.31,34,445,12,5,1,22,2,No,251,0,0,2,PayPal
1081,F,51,Santa Elena,10.5,18.81,0,544,2,3,1,40,4,No,685,0,0,2,Tarjeta
1082,F,47,Cañar,0.2,43.84,51,243,8,4,0,23,2,Sí,1012,0,0,9,PayPal
1083,M,30,Francisco de Orellana,0.0,57.75,84,103,13,2,2,49,4,Sí,373,1,0,2,Tarjeta
1084,M,30,Guayaquil,0.1,40.37,92,592,8,2,2,4,1,Sí,1677,1,0,10,PayPal
1085,M,35,Manabí,0.8,-3.15,69,538,8,1,1,41,4,Sí,595,0,1,3,Transferencia
1086,M,49,Esmeraldas,2.0,64.81,36,361,11,5,3,23,3,No,1847,0,1,3,Efectivo
1087,F,49,Zamora,0.1,46.2,64,122,17,1,1,47,0,Sí,200,1,1,2,Transferencia
1088,F,52,Morona Santiago,0.0,64.35,50,548,9,4,2,9,3,Sí,656,0,0,10,Efectivo
1089,F,56,Cañar,5.5,51.36,0,298,10,3,2,24,5,No,1205,0,0,3,PayPal
1090,F,63,Guayaquil,3.5,54.36,90,405,10,3,1,21,3,No,1652,1,0,9,Tarjeta
1091,M,46,Quito,3.3,38.08,20,33,3,5,0,41,2,No,172,1,0,11,Tarjeta
1092,F,46,Pichincha,4.3,31.07,52,167,14,1,1,46,1,Sí,1137,0,0,11,PayPal
1093,F,61,Machala,2.4,40.6,15,260,14,1,3,16,5,Sí,1556,1,1,11,Tarjeta
1094,F,33,Guayaquil,0.2,24.37,60,558,5,4,2,25,5,Sí,256,0,1,3,PayPal
1095,F,61,Puyo,1.0,41.51,53,81,13,3,3,26,5,Sí,834,0,0,5,Transferencia
1096,F,64,Guaranda,2.6,-4.4,39,354,18,1,0,49,0,No,231,1,0,12,PayPal
1097,F,27,Esmeraldas,0.7,35.64,25,306,3,5,1,45,4,No,1461,0,1,7,Tarjeta
1098,M,47,Macas,2.3,55.17,79,565,14,3,3,9,2,Sí,1118,1,1,1,Tarjeta
1099,M,42,Pastaza,0.0,36.41,91,515,19,4,1,15,1,Sí,1527,1,1,14,PayPal
1100,M,56,Ibarra,0.7,60.91,64,545,16,5,2,39,0,Sí,1499,0,0,1,PayPal
1101,M,37,Los Ríos,1.6,31.04,99,181,9,2,0,33,3,Sí,658,1,0,10,PayPal
1102,F,22,Azogues,2.0,50.04,73,512,16,4,0,1,1,No,206,0,0,13,PayPal
1103,M,18,Pichincha,1.7,21.83,63,288,2,5,2,5,5,No,1743,1,0,2,Efectivo
1104,F,47,Guaranda,2.4,49.43,42,353,11,1,1,9,1,No,364,0,1,1,Efectivo
1105,M,20,Bolívar,0.0,38.49,16,197,13,2,2,44,1,Sí,1328,1,1,1,Transferencia
1106,M,62,Babahoyo,0.2,31.7,58,339,6,4,1,6,3,Sí,1202,0,0,14,Efectivo
1107,M,31,Orellana,4.1,-3.61,22,508,10,1,0,28,4,No,254,0,1,14,Tarjeta
1108,F,47,Guaranda,2.3,31.18,6,85,9,2,0,45,2,No,1906,1,0,10,Efectivo
1109,M,21,El Oro,0.2,38.2,43,502,17,3,1,26,5,No,1087,0,1,4,Efectivo
1110,M,35,Carchi,3.7,47.43,52,325,15,1,1,28,4,Sí,1096,0,0,10,Tarjeta
1111,M,54,Portoviejo,0.6,58.41,70,490,14,5,3,40,0,Sí,346,0,1,12,Efectivo
1112,M,42,Loja,1.3,65.53,78,353,14,4,1,15,5,No,630,0,1,12,PayPal
1113,M,18,Tulcán,0.3,53.69,33,170,6,2,1,6,2,Sí,957,0,1,3,Efectivo
1114,F,63,Galápagos,2.5,26.57,45,291,17,1,2,27,0,No,637,0,0,1,Efectivo
1115,F,32,Bolívar,2.2,30.43,67,449,12,3,7,38,3,Sí,828,1,1,3,Efectivo
1116,F,26,Ibarra,0.5,46.08,77,270,6,4,1,4,4,Sí,1277,1,0,1,PayPal
1117,F,32,Esmeraldas,4.0,42.79,77,384,14,4,5,11,5,Sí,253,1,0,3,PayPal
1118,M,41,Guayaquil,1.0,59.43,15,209,12,1,1,21,1,No,1809,1,1,4,Transferencia
1119,F,21,Babahoyo,0.7,72.19,70,95,4,3,0,30,2,Sí,191,0,0,11,Transferencia
1120,F,29,Zamora Chinchipe,0.3,69.01,95,377,16,2,3,18,5,Sí,1556,0,0,13,PayPal
1121,F,54,Chimborazo,0.6,57.41,18,200,8,1,0,35,1,Sí,437,1,0,11,Tarjeta
1122,F,54,Tungurahua,0.0,42.92,1,503,8,2,1,3,5,Sí,1603,0,0,14,Transferencia
1123,M,60,Ibarra,1.8,55.24,9,563,7,4,1,12,0,No,1816,1,1,14,Efectivo
1124,M,23,Santo Domingo de los Tsáchilas,3.7,59.92,49,396,4,2,1,27,1,Sí,1254,0,0,8,Efectivo
1125,M,56,Esmeraldas,1.6,32.79,80,136,14,3,1,30,1,No,549,0,1,3,Efectivo
1126,M,63,Pastaza,0.5,27.01,11,468,8,5,0,21,5,No,909,1,0,3,Tarjeta
1127,F,41,Imbabura,0.1,23.49,69,256,6,3,0,38,3,Sí,886,0,0,13,Transferencia
1128,F,28,Macas,0.5,21.85,21,473,19,2,1,21,3,Sí,372,1,0,9,PayPal
1129,M,30,Orellana,1.1,14.27,31,471,9,1,3,38,4,Sí,687,1,0,11,PayPal
1130,F,51,Francisco de Orellana,2.9,38.75,83,425,18,4,1,40,0,No,276,1,0,9,Tarjeta
1131,M,42,Ambato,0.4,20.0,0,113,2,5,3,15,3,Sí,1819,0,0,6,PayPal
1132,M,24,Tungurahua,2.5,23.25,53,580,15,1,0,18,5,Sí,930,0,0,10,Tarjeta
1133,M,21,Santa Elena,4.0,45.52,57,42,18,1,2,29,3,Sí,742,1,0,4,PayPal
1134,M,25,Latacunga,1.2,37.72,69,522,11,3,0,48,4,No,1998,0,0,10,PayPal
1135,M,37,Imbabura,3.4,41.44,82,297,13,2,0,38,2,Sí,1172,1,1,5,Tarjeta
1136,M,46,Riobamba,1.6,55.48,17,554,17,3,1,21,4,No,666,1,1,13,PayPal
1137,F,62,Azuay,2.0,47.97,5,149,15,2,2,17,1,No,765,0,0,9,Transferencia
1138,F,63,Santo Domingo de los Tsáchilas,1.5,57.78,44,382,17,3,0,41,1,No,1478,1,0,1,PayPal
1139,M,27,Riobamba,1.2,36.2,96,86,9,1,1,18,3,Sí,1835,0,0,7,Efectivo
1140,M,60,Puerto Baquerizo Moreno,0.5,59.18,22,69,11,4,3,37,3,Sí,1431,0,1,11,Tarjeta
1141,M,51,Guayas,0.7,40.4,22,365,18,2,2,38,4,Sí,967,0,1,7,PayPal
1142,M,43,Portoviejo,0.7,37.53,25,202,19,5,2,12,4,No,1753,1,1,10,Transferencia
1143,F,58,Santa Elena,1.7,56.92,76,576,17,5,0,11,5,No,1898,1,0,1,PayPal
1144,M,20,Chimborazo,0.3,21.92,6,288,18,1,0,48,0,Sí,1169,0,0,14,PayPal
1145,M,23,Esmeraldas,5.0,65.35,78,546,17,3,1,49,5,No,401,0,1,1,Efectivo
1146,M,22,El Oro,2.6,30.77,43,552,9,3,1,20,1,No,967,1,0,14,Transferencia
1147,F,22,Francisco de Orellana,1.0,16.73,26,146,7,1,3,9,5,Sí,1011,0,0,9,PayPal
1148,F,64,Macas,0.3,44.8,25,213,7,5,4,1,4,Sí,507,0,1,7,PayPal
1149,M,40,Francisco de Orellana,4.3,29.34,96,145,10,5,1,3,5,No,1312,1,0,4,Efectivo
1150,M,26,Babahoyo,3.5,65.39,78,191,5,3,5,21,2,Sí,921,1,1,9,Tarjeta
1151,M,52,Cañar,2.6,28.51,35,572,13,2,0,23,0,No,1953,1,1,12,Tarjeta
1152,M,37,Azuay,0.6,39.72,54,266,13,4,2,9,4,Sí,1252,0,0,5,Tarjeta
1153,M,59,Ambato,1.0,13.62,63,95,18,2,0,19,3,Sí,660,1,1,3,Efectivo
1154,F,52,Santa Elena,0.2,47.19,90,99,16,5,5,45,5,Sí,1660,1,0,2,Tarjeta
1155,M,35,Napo,0.4,23.34,56,476,10,2,5,46,4,Sí,1389,1,1,9,Transferencia
1156,M,34,Imbabura,3.1,45.4,68,445,8,4,0,19,3,No,1241,1,0,4,Tarjeta
1157,F,41,Tulcán,2.5,28.57,60,561,11,2,0,23,3,Sí,563,1,0,7,Tarjeta
1158,F,20,Quito,1.8,4.3,1,470,17,2,0,27,1,No,243,1,0,1,PayPal
1159,M,49,Zamora,4.5,36.97,54,493,13,2,0,27,1,Sí,541,1,0,9,Transferencia
1160,F,52,Imbabura,1.8,36.3,96,425,8,2,0,39,4,Sí,1323,0,1,12,Efectivo
1161,M,55,Cuenca,1.3,48.22,79,580,19,1,1,36,4,Sí,1280,1,1,9,Transferencia
1162,F,30,Zamora,0.8,58.34,86,586,16,5,1,12,2,Sí,586,0,0,10,Tarjeta
1163,F,64,Azogues,5.6,63.69,37,424,7,4,4,27,0,No,959,0,0,6,PayPal
1164,F,42,Santa Elena,0.2,47.96,79,355,13,5,0,46,0,Sí,1257,1,0,6,Efectivo
1165,M,26,Cañar,5.3,39.18,77,120,12,1,1,34,4,Sí,247,0,1,14,Transferencia
1166,F,21,Chimborazo,3.5,13.59,28,99,4,1,2,33,1,No,1459,1,1,6,Transferencia
1167,M,31,Imbabura,0.3,38.03,25,195,3,1,0,28,5,Sí,1194,0,0,5,Tarjeta
1168,M,54,Zamora Chinchipe,1.7,38.22,34,243,7,1,1,31,2,No,1356,1,1,11,Tarjeta
1169,M,51,Esmeraldas,4.0,32.02,78,364,6,2,1,32,0,Sí,1457,0,0,1,Efectivo
1170,F,28,Galápagos,1.7,44.49,66,398,19,5,0,20,4,No,910,1,1,4,Tarjeta
1171,F,58,Morona Santiago,4.8,51.83,86,78,17,3,0,40,1,No,765,1,0,10,PayPal
1172,M,20,Quito,5.7,22.72,28,81,9,4,0,35,1,No,189,0,0,1,Efectivo
1173,F,45,Babahoyo,1.1,22.49,33,318,12,1,1,31,1,No,1457,0,0,5,Tarjeta
1174,M,46,Sucumbíos,0.9,32.91,96,268,11,5,2,31,5,Sí,298,1,1,13,Efectivo
1175,F,26,Francisco de Orellana,5.5,25.77,40,162,13,1,3,38,3,Sí,1284,0,0,4,Transferencia
1176,M,20,Santo Domingo de los Tsáchilas,2.2,10.38,40,195,7,1,2,22,5,No,637,1,1,8,Efectivo
1177,F,42,Guaranda,0.2,20.05,22,403,6,1,2,45,1,Sí,1244,0,1,1,Transferencia
1178,M,51,Cuenca,0.1,16.52,70,402,10,1,3,41,4,Sí,400,1,0,8,Efectivo
1179,M,29,Carchi,1.7,53.13,2,507,17,1,5,9,2,Sí,823,0,0,14,Tarjeta
1180,M,59,Loja,5.3,60.54,57,508,15,4,0,9,5,No,1698,1,0,8,Transferencia
1181,M,26,Macas,3.7,18.57,31,329,9,5,2,15,4,No,1062,0,1,1,Efectivo
1182,M,32,Babahoyo,2.3,43.19,30,111,15,1,2,13,1,No,1559,1,1,9,PayPal
1183,M,57,Nueva Loja,0.3,48.1,81,116,8,1,1,22,2,Sí,167,0,1,13,Tarjeta
1184,F,42,Ibarra,0.6,12.62,42,254,6,1,0,16,0,Sí,1888,1,1,9,Efectivo
1185,M,22,Tungurahua,4.2,37.41,6,45,19,1,1,32,0,No,558,0,1,6,Efectivo
1186,F,28,Ambato,0.4,73.0,0,387,3,2,1,2,4,Sí,1637,0,1,1,Transferencia
1187,F,51,Guayas,0.7,45.16,60,192,12,2,3,26,2,Sí,497,1,1,7,Transferencia
1188,F,41,Pastaza,0.3,31.32,13,543,9,3,1,14,4,No,719,0,0,7,Tarjeta
1189,F,32,Riobamba,2.3,26.6,51,379,2,1,4,38,2,Sí,1409,0,0,9,Transferencia
1190,M,55,Pichincha,5.8,4.66,95,493,13,3,0,34,2,No,1684,1,0,1,Efectivo
1191,M,25,Guayaquil,0.6,42.06,5,404,3,4,1,8,4,No,1263,1,1,14,Efectivo
1192,F,22,Morona Santiago,1.3,64.22,9,121,19,3,1,36,2,No,829,1,0,8,Transferencia
1193,M,43,Manabí,2.0,22.8,70,210,8,5,1,21,5,No,655,1,1,14,Tarjeta
1194,F,35,Loja,15.1,5.97,89,330,18,2,3,46,1,Sí,880,0,1,12,PayPal
1195,M,23,Ibarra,0.2,25.04,97,218,15,2,2,43,2,Sí,1713,0,1,13,Efectivo
1196,M,54,Azuay,1.4,48.22,29,343,8,1,0,28,5,No,1851,0,1,11,Efectivo
1197,F,30,Cañar,1.0,28.57,99,522,4,1,1,46,2,Sí,993,1,0,8,Transferencia
1198,F,45,Francisco de Orellana,4.0,22.69,20,157,7,4,5,44,5,No,709,0,1,7,PayPal
1199,F,22,Guayas,1.3,35.29,59,548,3,4,0,48,4,No,847,0,0,12,Efectivo
1200,F,30,Napo,0.2,38.45,80,455,18,5,2,6,0,Sí,381,1,1,6,PayPal
1201,F,34,Imbabura,2.0,14.17,96,588,13,1,3,20,3,Sí,760,0,0,1,PayPal
1202,M,57,Chimborazo,2.9,31.74,73,594,13,1,1,31,2,Sí,1023,0,1,11,Efectivo
1203,M,62,Guaranda,0.0,27.54,62,216,18,4,0,33,3,Sí,1939,1,1,10,PayPal
1204,F,49,Santa Elena,3.9,25.39,41,579,11,4,1,44,2,No,1095,0,0,11,PayPal
1205,F,46,Galápagos,0.4,19.74,50,482,4,4,1,7,4,Sí,1701,1,0,8,Transferencia
1206,M,20,Sucumbíos,1.6,49.12,63,500,19,2,1,8,4,Sí,845,1,0,12,Transferencia
1207,M,57,Ibarra,1.1,25.33,75,594,14,3,1,9,5,No,1580,0,1,5,PayPal
1208,F,51,Machala,2.5,5.08,55,253,13,3,2,2,2,No,186,0,1,4,Tarjeta
1209,M,57,Santa Elena,0.9,38.96,79,183,18,1,0,17,4,Sí,1202,0,1,5,PayPal
1210,M,44,Quito,4.1,45.88,40,589,5,2,1,45,4,No,1328,1,0,5,Efectivo
1211,F,30,Macas,2.6,23.06,31,380,11,4,1,37,2,No,890,1,0,14,Tarjeta
1212,F,62,Orellana,2.1,26.61,14,176,12,1,1,42,5,No,1460,0,0,13,Transferencia
1213,F,50,Santa Elena,3.2,25.26,61,378,7,2,2,44,5,Sí,1377,0,1,10,Tarjeta
1214,M,23,Santo Domingo,2.8,29.8,26,211,7,5,2,17,5,No,403,1,1,3,Transferencia
1215,F,41,Pichincha,0.1,51.6,27,208,10,2,4,38,5,Sí,1503,0,0,4,Tarjeta
1216,M,36,Tena,1.0,33.29,80,68,16,1,1,35,0,Sí,229,0,1,4,PayPal
1217,M,33,Zamora Chinchipe,5.3,47.59,63,32,3,3,3,47,2,Sí,695,1,1,8,Transferencia
1218,F,57,Zamora,0.3,20.47,58,93,5,4,2,39,0,Sí,1399,0,1,5,Efectivo
1219,F,45,Cotopaxi,2.7,29.24,57,58,6,5,1,30,4,No,1822,0,0,6,Tarjeta
1220,F,50,Loja,7.3,49.31,1,401,18,2,1,6,0,No,657,0,0,10,PayPal
1221,F,58,Imbabura,0.1,22.92,35,552,9,1,0,4,5,Sí,998,0,0,2,Tarjeta
1222,F,30,Francisco de Orellana,2.3,50.18,70,126,9,1,0,37,4,Sí,1306,1,1,9,Tarjeta
1223,M,60,Cotopaxi,1.3,25.57,12,471,13,4,0,35,0,No,1391,1,0,8,Efectivo
1224,M,62,Tungurahua,1.7,30.18,14,232,9,1,4,9,0,Sí,1931,1,0,8,Tarjeta
1225,M,42,Napo,0.2,60.05,88,440,4,1,0,6,2,Sí,1445,1,1,10,Efectivo
1226,M,59,Pastaza,0.1,28.46,86,50,19,4,1,13,0,Sí,1635,0,1,5,Transferencia
1227,M,53,Ibarra,2.2,37.18,59,580,16,5,0,22,4,No,1735,0,1,5,Efectivo
1228,M,44,Santo Domingo de los Tsáchilas,3.5,44.25,21,131,7,3,1,28,5,No,177,0,1,3,Efectivo
1229,F,55,Guayas,3.0,38.4,62,75,17,3,0,30,2,No,883,0,0,13,Transferencia
1230,F,24,Napo,1.6,38.83,89,95,9,2,0,36,0,Sí,1462,1,1,11,Efectivo
1231,F,22,Napo,0.2,34.15,96,193,17,5,1,2,2,Sí,773,0,1,2,PayPal
1232,F,60,Puerto Baquerizo Moreno,2.3,15.47,74,140,19,2,1,36,3,Sí,1679,0,1,9,Tarjeta
1233,F,62,Ibarra,0.6,40.22,73,367,17,3,4,8,2,Sí,1632,1,1,6,Efectivo
1234,F,48,Ibarra,4.8,24.01,24,152,12,4,1,45,5,No,337,1,1,8,Tarjeta
1235,M,40,Machala,3.6,46.64,47,476,8,1,0,42,3,Sí,1257,1,1,4,Efectivo
1236,F,59,El Oro,2.5,55.58,42,320,18,3,0,9,3,No,1315,0,0,5,Transferencia
1237,M,27,Guayas,5.9,7.92,37,441,18,5,4,1,2,No,1479,1,0,10,Transferencia
1238,M,49,Chimborazo,0.1,55.61,40,310,13,3,2,13,4,No,377,0,0,5,Tarjeta
1239,F,60,Carchi,2.7,28.83,44,72,14,5,4,15,5,No,1141,0,0,11,Tarjeta
1240,M,47,Quito,0.8,33.04,87,515,11,5,1,32,4,Sí,623,1,1,10,Tarjeta
1241,M,56,Morona Santiago,4.7,21.31,39,80,8,5,0,34,5,No,279,1,1,4,Transferencia
1242,M,48,Ibarra,0.6,37.83,96,239,15,2,1,43,5,Sí,222,1,1,11,Tarjeta
1243,M,35,Zamora,2.6,36.0,16,155,2,4,1,31,4,No,1369,0,0,2,Efectivo
1244,M,53,Tena,4.2,51.15,87,521,18,3,0,14,1,No,1857,0,1,14,Efectivo
1245,M,19,Esmeraldas,0.1,23.88,56,538,5,4,3,47,3,Sí,1496,0,1,6,Tarjeta
1246,M,31,Loja,1.0,59.91,1,287,6,1,2,14,2,No,1174,1,1,4,Transferencia
1247,M,30,Morona Santiago,2.9,44.97,95,217,8,3,3,48,4,Sí,1194,0,1,14,Efectivo
1248,M,46,Santo Domingo de los Tsáchilas,1.2,36.36,61,259,11,4,1,29,4,No,579,0,0,11,Transferencia
1249,M,29,Santa Elena,0.6,32.29,87,218,18,4,1,47,2,Sí,1683,0,1,4,Transferencia
1250,F,56,Galápagos,0.5,30.4,8,444,8,1,0,19,3,Sí,1142,0,1,10,Transferencia
1251,M,19,Puyo,0.3,31.38,67,39,2,5,2,27,2,Sí,1897,1,1,3,Tarjeta
1252,M,49,Bolívar,3.9,37.53,80,143,8,3,2,9,5,No,183,0,0,8,Transferencia
1253,F,30,Machala,1.7,31.87,16,105,12,3,2,37,1,No,1278,1,1,6,Transferencia
1254,M,63,Babahoyo,0.2,25.39,49,531,10,1,3,37,5,Sí,664,1,1,9,Tarjeta
1255,M,44,Imbabura,1.0,37.62,93,114,13,5,3,43,1,Sí,718,0,1,5,PayPal
1256,F,58,Machala,0.9,22.46,39,78,4,3,0,28,2,No,456,0,1,6,Efectivo
1257,M,34,Cañar,0.4,39.84,57,524,5,3,2,24,5,Sí,915,1,1,9,Tarjeta
1258,F,57,Guayaquil,1.1,31.65,74,416,5,3,1,28,3,No,746,0,1,4,Efectivo
1259,F,48,Ibarra,0.8,45.45,84,418,14,5,3,36,5,Sí,542,1,1,10,Tarjeta
1260,M,51,Galápagos,0.8,49.84,20,247,11,1,2,18,4,Sí,1192,0,0,7,Tarjeta
1261,F,41,Tungurahua,2.7,49.83,17,375,6,3,1,25,1,No,622,0,0,13,Tarjeta
1262,M,62,Cotopaxi,0.5,39.77,54,259,8,4,0,35,1,Sí,242,1,1,10,Efectivo
1263,M,52,Bolívar,2.1,41.52,28,284,17,5,2,4,3,No,291,0,1,12,Tarjeta
1264,F,23,Santo Domingo,1.7,30.16,23,265,2,2,0,14,1,No,1510,1,0,10,Tarjeta
1265,F,36,Imbabura,1.7,45.16,73,55,13,1,2,39,1,Sí,477,1,0,11,Tarjeta
1266,F,47,Macas,2.2,46.86,16,290,3,4,1,26,3,No,680,0,0,11,Efectivo
1267,F,24,Ibarra,1.6,11.49,17,300,8,3,1,8,5,No,634,1,0,6,PayPal
1268,F,27,Sucumbíos,4.2,40.68,41,152,12,2,0,24,2,No,1816,0,1,6,Tarjeta
1269,M,58,Guayas,2.3,55.52,83,286,14,1,1,16,5,Sí,1416,0,1,6,Tarjeta
1270,M,49,Santo Domingo de los Tsáchilas,1.6,29.66,44,450,3,5,0,20,4,No,1132,0,1,14,Tarjeta
1271,F,51,Portoviejo,3.5,26.38,81,288,8,2,1,15,4,Sí,1394,1,1,4,Tarjeta
1272,F,45,Pastaza,1.9,28.7,16,76,16,2,3,7,1,Sí,1510,0,1,10,Tarjeta
1273,F,32,Ibarra,0.7,12.43,72,554,12,4,0,17,4,Sí,192,0,0,6,PayPal
1274,M,47,Pastaza,0.5,36.89,13,237,3,1,3,22,2,Sí,628,1,0,12,Transferencia
1275,F,54,Santa Elena,0.3,35.45,48,340,8,4,1,22,1,Sí,1277,1,0,7,Transferencia
1276,F,46,Portoviejo,4.6,37.96,28,178,5,4,1,12,4,No,504,1,0,13,Tarjeta
1277,F,39,Cañar,2.5,41.24,94,467,12,3,0,18,0,No,939,1,0,14,Efectivo
1278,F,21,Esmeraldas,5.5,23.03,3,184,3,5,4,46,0,No,1272,0,1,2,PayPal
1279,F,37,Santo Domingo,1.8,39.1,81,119,17,2,1,47,0,Sí,988,0,0,11,PayPal
1280,F,49,Santa Elena,1.3,41.65,19,387,8,1,1,15,0,No,1390,0,0,9,PayPal
1281,F,53,Guaranda,0.1,27.67,46,203,14,5,1,37,5,Sí,521,0,1,7,Transferencia
1282,M,21,Puyo,2.2,41.3,8,246,6,5,2,16,0,No,1963,1,1,3,Efectivo
1283,M,44,Azuay,1.7,36.21,76,485,18,1,3,5,1,Sí,1741,1,1,10,Transferencia
1284,M,34,Babahoyo,9.3,25.53,78,228,13,5,1,2,3,No,571,0,1,10,PayPal
1285,F,29,El Oro,0.5,39.24,26,515,8,3,5,28,5,Sí,992,1,1,7,Transferencia
1286,M,39,Santo Domingo de los Tsáchilas,1.5,30.64,14,562,7,5,1,41,3,No,646,1,0,10,Transferencia
1287,F,34,Pichincha,2.1,45.46,91,229,9,3,1,27,1,No,730,1,1,10,Tarjeta
1288,F,27,Galápagos,2.1,31.41,18,400,14,2,1,31,1,No,1649,1,1,14,Tarjeta
1289,M,18,Bolívar,1.6,15.65,89,477,6,2,5,41,2,Sí,1626,1,0,5,Tarjeta
1290,F,39,Puyo,3.0,39.0,51,277,3,4,2,36,5,No,1137,0,0,9,PayPal
1291,M,43,Orellana,0.5,38.44,25,293,10,3,2,47,3,No,877,0,1,6,Tarjeta
1292,M,35,Puerto Baquerizo Moreno,2.6,18.78,88,87,12,2,1,43,0,Sí,1775,1,1,11,PayPal
1293,F,31,Cañar,1.9,46.26,25,331,7,5,2,1,1,No,1929,1,0,13,Tarjeta
1294,M,64,Santo Domingo de los Tsáchilas,4.5,45.47,25,60,8,1,4,29,0,Sí,463,0,1,7,PayPal
1295,M,46,Francisco de Orellana,3.8,21.95,45,527,8,1,1,1,3,No,218,0,1,4,Transferencia
1296,F,29,Santo Domingo,0.8,25.11,91,278,7,3,3,8,5,Sí,1361,1,1,2,Efectivo
1297,F,53,Quito,0.6,32.87,48,300,12,4,1,16,4,Sí,645,1,1,11,PayPal
1298,M,52,Napo,8.0,23.62,81,423,12,5,3,28,4,Sí,1292,1,1,4,Transferencia
1299,F,29,Cuenca,1.5,44.61,95,531,8,3,0,22,1,No,621,0,0,9,Tarjeta
1300,M,24,Los Ríos,4.7,37.23,52,113,3,1,1,18,2,Sí,733,1,0,3,Transferencia
1301,M,46,Tulcán,0.4,18.6,2,394,5,3,0,22,0,No,1780,1,1,7,Transferencia
1302,F,28,Cotopaxi,2.1,22.66,65,578,7,5,0,41,1,No,1062,1,1,13,Efectivo
1303,F,50,El Oro,3.3,52.82,96,371,18,2,2,12,2,Sí,1057,1,0,14,Tarjeta
1304,F,23,Guayas,5.9,58.03,41,436,6,5,0,19,0,No,1858,1,0,4,PayPal
1305,F,64,Morona Santiago,0.8,43.08,18,454,8,2,2,25,3,Sí,982,1,0,3,PayPal
1306,M,32,Santa Elena,2.6,31.83,16,122,10,2,5,5,4,Sí,1892,1,1,14,PayPal
1307,F,49,Santa Elena,1.5,28.4,32,441,2,2,2,34,2,No,879,1,0,14,Tarjeta
1308,M,28,Zamora Chinchipe,0.1,43.25,75,461,2,3,1,39,0,Sí,970,0,1,14,PayPal
1309,F,40,Manabí,2.3,36.14,48,188,7,1,1,10,1,Sí,615,0,1,5,Efectivo
1310,M,43,Tena,2.3,10.85,55,43,19,3,1,47,0,No,1037,0,1,2,Transferencia
1311,M,51,Portoviejo,5.3,50.48,62,402,11,1,1,7,1,Sí,1520,1,1,11,Tarjeta
1312,M,63,Azogues,1.4,55.19,2,254,12,5,1,37,4,No,965,0,1,14,PayPal
1313,M,51,Nueva Loja,0.5,46.06,48,534,2,4,2,47,4,Sí,205,0,0,10,Transferencia
1314,M,46,Guayaquil,0.1,18.63,54,102,2,5,1,15,0,Sí,1208,0,0,14,Transferencia
1315,F,21,Macas,1.1,25.45,25,278,14,3,5,42,0,No,313,0,0,4,Efectivo
1316,F,34,Riobamba,0.7,7.13,98,540,6,3,0,24,1,Sí,1244,0,0,7,PayPal
1317,M,52,Tulcán,2.9,58.94,71,245,2,1,3,26,1,Sí,1255,1,1,12,Tarjeta
1318,M,30,Bolívar,0.9,29.65,51,570,4,3,2,26,2,Sí,949,0,0,12,Transferencia
