cliente_id,genero,edad,ubicacion,frecuencia_compra,promedio_gasto,dias_desde_ultima_compra,tiempo_promedio_sesion,paginas_vistas_promedio,nivel_satisfaccion,carritos_abandonados,total_compras,email_abierto_30d,cliente_abandona
1289,M,18,Santa Elena,1.6,15.65,89,477,6,2,5,41,2,Sí
1290,F,39,Esmeraldas,3.0,39.0,51,277,3,4,2,36,5,No
1291,M,43,Manabí,0.5,38.44,25,293,10,3,2,47,3,No
1292,M,35,Los Ríos,2.6,18.78,88,87,12,2,1,43,0,Sí
1293,F,31,Pichincha,1.9,46.26,25,331,7,5,2,1,1,No
1294,M,64,Guayas,4.5,45.47,25,60,8,1,4,29,0,Sí
1295,M,46,Loja,3.8,21.95,45,527,8,1,1,1,3,No
1296,F,29,Riobamba,0.8,25.11,91,278,7,3,3,8,5,Sí
1297,F,53,Nueva Loja,0.6,32.87,48,300,12,4,1,16,4,Sí
1298,M,52,Azogues,8.0,23.62,81,423,12,5,3,28,4,Sí
1299,F,29,Tena,1.5,44.61,95,531,8,3,0,22,1,No
1300,M,24,Imbabura,4.7,37.23,52,113,3,1,1,18,2,Sí
1301,M,46,Tungurahua,0.4,18.6,2,394,5,3,0,22,0,No
1302,F,28,Guayaquil,2.1,22.66,65,578,7,5,0,41,1,No
1303,F,50,Pastaza,3.3,52.82,96,371,18,2,2,12,2,Sí
1304,F,23,Esmeraldas,5.9,58.03,41,436,6,5,0,19,0,No
1305,F,64,Manabí,0.8,43.08,18,454,8,2,2,25,3,Sí
1306,M,32,Nueva Loja,2.6,31.83,16,122,10,2,5,5,4,Sí
1307,F,49,Machala,1.5,28.4,32,441,2,2,2,34,2,No
1308,M,28,Tungurahua,0.1,43.25,75,461,2,3,1,39,0,Sí
1309,F,40,Galápagos,2.3,36.14,48,188,7,1,1,10,1,Sí
1310,M,43,Bolívar,2.3,10.85,55,43,19,3,1,47,0,No
1311,M,51,Ambato,5.3,50.48,62,402,11,1,1,7,1,Sí
1312,M,63,Tulcán,1.4,55.19,2,254,12,5,1,37,4,No
1313,M,51,Sucumbíos,0.5,46.06,48,534,2,4,2,47,4,Sí
1314,M,46,Cotopaxi,0.1,18.63,54,102,2,5,1,15,0,Sí
1315,F,21,Santo Domingo,1.1,25.45,25,278,14,3,5,42,0,No
1316,F,34,Quito,0.7,7.13,98,540,6,3,0,24,1,Sí
1317,M,52,Macas,2.9,58.94,71,245,2,1,3,26,1,Sí
1318,M,30,Guayas,0.9,29.65,51,570,4,3,2,26,2,Sí
1319,M,58,Santa Elena,6.0,70.0,99,249,19,2,0,46,2,Sí
1320,M,56,Francisco de Orellana,6.6,64.33,6,250,10,3,2,26,2,No
1321,F,32,Los Ríos,1.9,21.45,45,418,15,1,5,10,0,Sí
1322,F,46,Puyo,5.3,24.38,45,583,18,1,1,17,5,No
1323,F,46,Macas,2.9,41.99,99,71,15,2,2,14,5,Sí
1324,M,28,Pastaza,1.6,8.68,15,312,5,1,3,2,5,Sí
1325,M,49,Quito,0.4,28.43,23,87,6,4,1,48,5,No
1326,F,19,Santo Domingo,1.2,26.93,60,566,18,5,0,13,2,No
1327,F,64,Galápagos,1.6,62.77,53,102,3,3,1,27,0,No
1328,F,31,Galápagos,4.0,37.42,61,158,6,4,0,9,5,No
1329,M,37,Carchi,1.3,30.73,0,455,5,3,1,7,4,No
1330,M,39,Esmeraldas,4.6,25.53,48,154,5,4,1,48,3,No
1331,M,28,Imbabura,2.2,48.41,24,96,7,3,3,10,4,No
1332,F,44,Guayas,0.3,27.55,9,35,14,2,2,9,0,Sí
1333,M,20,Ambato,10.6,34.25,79,343,6,1,3,22,0,Sí
1334,M,34,Sucumbíos,1.5,25.41,15,355,8,1,2,23,3,No
1335,M,61,Ambato,1.0,12.24,57,594,2,2,1,7,1,Sí
1336,M,45,Machala,2.2,20.06,71,535,15,4,1,48,1,No
1337,F,46,Tena,0.2,27.47,28,111,5,5,1,9,1,No
1338,F,38,Esmeraldas,2.0,31.05,91,31,18,4,0,27,2,No
1339,F,64,Loja,1.4,31.71,5,233,15,1,0,24,1,No
1340,M,33,Cañar,1.0,33.67,15,433,17,5,1,29,2,No
1341,F,54,Santo Domingo,6.1,27.67,19,132,15,3,3,17,2,No
1342,F,37,Francisco de Orellana,1.5,55.24,79,565,17,5,2,20,1,No
1343,M,23,Santa Elena,0.5,49.22,70,397,9,4,0,7,1,Sí
1344,M,36,Tungurahua,1.2,32.97,77,241,4,2,1,43,3,Sí
1345,M,22,El Oro,5.0,38.81,42,238,2,3,2,40,5,No
1346,F,20,Santa Elena,0.4,29.42,25,146,3,4,0,7,3,No
1347,F,18,Tungurahua,0.5,-7.65,89,507,16,3,1,28,2,Sí
1348,M,55,Nueva Loja,0.0,35.31,77,134,11,5,0,19,3,Sí
1349,M,32,Azuay,0.0,39.58,70,524,19,1,0,20,2,Sí
1350,F,51,Machala,3.5,10.81,32,75,15,4,0,44,0,No
1351,F,52,Loja,2.6,42.49,25,360,18,2,0,39,2,No
1352,F,42,Zamora,0.9,30.79,44,245,14,5,2,40,2,No
1353,F,41,Santa Elena,2.4,40.07,83,521,2,4,2,7,3,No
1354,M,29,Guayaquil,1.0,31.24,62,478,6,2,0,6,5,Sí
1355,M,35,Bolívar,6.1,53.76,66,565,14,4,2,25,0,No
1356,F,32,Azogues,6.8,38.39,51,540,15,5,2,41,4,No
1357,M,61,Santa Elena,1.0,50.04,67,487,4,4,0,13,4,No
1358,F,33,Babahoyo,3.9,51.27,25,576,16,3,2,39,5,No
1359,M,44,Macas,3.0,18.21,74,565,18,5,0,40,4,No
1360,F,25,Azogues,0.7,23.91,1,569,4,4,1,22,0,No
1361,M,63,Cotopaxi,0.5,41.77,13,513,17,1,2,49,1,Sí
1362,F,42,Portoviejo,1.2,29.52,29,45,15,4,0,17,0,No
1363,F,34,Sucumbíos,3.0,31.42,48,272,13,3,1,48,3,No
1364,F,46,Azogues,6.4,54.3,11,236,13,2,0,22,2,No
1365,M,25,Pastaza,2.9,30.34,89,300,12,2,2,34,2,Sí
1366,M,32,Bolívar,3.9,20.47,43,144,18,2,1,8,3,No
1367,M,44,Nueva Loja,1.8,22.49,32,328,9,1,2,49,3,No
1368,M,63,Macas,3.6,67.74,12,512,18,3,0,45,2,No
1369,M,24,Pichincha,3.1,32.33,77,426,12,5,1,18,5,No
1370,M,20,Carchi,0.9,14.54,87,423,3,2,3,24,1,Sí
1371,M,46,Cañar,1.6,8.46,97,104,11,3,1,42,1,No
1372,M,61,Santa Elena,3.3,25.63,25,511,11,4,2,2,1,No
1373,M,41,Pastaza,0.1,32.05,20,132,12,1,2,2,3,Sí
1374,F,20,Esmeraldas,3.3,49.24,27,326,7,3,1,27,2,No
1375,M,37,Guaranda,0.4,47.79,47,207,5,3,1,14,5,Sí
1376,M,63,Galápagos,1.4,34.9,99,244,13,5,0,48,2,No
1377,F,32,Puerto Baquerizo Moreno,3.3,28.19,39,344,12,3,0,39,2,No
1378,M,42,Sucumbíos,0.6,40.09,65,68,14,5,0,12,5,Sí
1379,F,47,Zamora,0.6,8.77,72,288,6,1,3,32,0,Sí
1380,M,31,Chimborazo,1.0,64.72,86,36,7,1,2,28,5,Sí
1381,M,24,Loja,4.5,44.81,78,78,2,4,3,28,0,Sí
1382,F,34,Zamora,0.0,48.0,76,567,7,5,1,46,4,Sí
1383,F,61,Loja,4.6,18.89,22,190,19,5,1,25,0,No
1384,F,37,Cuenca,0.3,54.24,80,205,10,2,5,4,1,Sí
1385,F,53,Machala,9.2,28.1,47,31,16,2,2,26,1,Sí
1386,F,26,Santo Domingo,6.2,20.71,1,484,9,4,1,36,5,No
1387,M,55,Cotopaxi,1.4,34.41,83,305,17,1,0,3,1,Sí
1388,M,39,Tena,1.4,34.06,19,527,7,2,2,1,1,No
1389,F,19,Cuenca,1.3,18.82,58,57,7,3,2,17,4,No
1390,F,41,Santa Elena,2.0,21.58,45,362,4,1,5,7,1,Sí
1391,M,25,El Oro,0.2,20.4,2,30,11,3,0,48,3,No
1392,M,28,Nueva Loja,0.1,20.54,54,217,2,5,0,5,3,Sí
1393,M,30,Santo Domingo,0.1,29.18,11,85,15,1,1,19,3,Sí
1394,F,34,Puerto Baquerizo Moreno,1.2,14.17,39,576,5,4,0,39,0,No
1395,M,25,Morona Santiago,0.6,24.63,65,141,13,5,1,46,5,Sí
1396,M,38,Puerto Baquerizo Moreno,1.9,50.68,99,339,7,5,2,34,5,No
1397,F,35,Cotopaxi,9.8,47.35,77,65,12,3,1,35,2,No
1398,M,47,El Oro,1.0,19.25,15,468,13,5,2,49,4,No
1399,F,35,Puerto Baquerizo Moreno,1.7,49.37,82,354,11,2,0,16,3,Sí
1400,F,63,Cuenca,1.1,5.5,33,336,19,1,1,40,3,No
1401,M,64,Cotopaxi,3.8,71.44,43,563,8,2,1,47,1,No
1402,M,48,Galápagos,4.7,54.5,5,138,8,3,2,39,3,No
1403,F,55,Azogues,4.2,26.6,76,401,12,3,0,27,1,No
1404,F,49,Azuay,7.3,40.74,63,386,5,1,1,41,1,Sí
1405,M,28,Loja,0.1,13.99,99,210,2,5,0,38,2,Sí
1406,F,62,Loja,3.7,35.91,21,385,14,4,1,25,0,No
1407,M,42,Santa Elena,2.8,32.25,17,97,19,3,1,26,1,No
1408,M,50,Azuay,0.5,22.48,11,321,10,1,3,14,1,Sí
1409,M,55,Azuay,6.3,27.97,51,210,10,4,4,14,5,Sí
1410,M,58,Santo Domingo,0.3,26.5,93,495,10,5,0,14,2,Sí
1411,M,25,El Oro,2.3,18.02,50,463,11,3,2,25,1,No
1412,M,28,Azuay,0.5,22.13,70,493,3,1,0,36,4,Sí
1413,M,39,Santa Elena,1.1,13.37,95,563,7,1,2,4,0,Sí
1414,F,41,Esmeraldas,2.5,47.86,47,95,16,1,0,47,4,Sí
1415,F,58,Pastaza,1.7,21.02,18,50,4,3,0,15,3,No
1416,M,34,Santa Elena,1.1,16.67,5,413,12,4,1,32,0,No
1417,M,29,Cañar,0.8,47.62,83,588,7,1,2,18,3,Sí
1418,M,63,Cotopaxi,3.7,40.54,26,68,4,5,1,14,5,No
1419,F,49,Puerto Baquerizo Moreno,0.3,47.07,52,314,12,1,2,1,1,Sí
1420,F,32,Santa Elena,1.1,48.74,47,365,16,4,0,42,2,No
1421,F,33,Azogues,4.7,64.06,6,217,14,3,3,20,4,No
1422,F,39,Puyo,3.7,32.66,58,272,11,1,1,10,3,Sí
1423,M,45,Esmeraldas,1.0,13.14,68,102,7,1,3,10,1,Sí
1424,F,37,Morona Santiago,2.9,39.07,10,508,16,5,1,24,4,No
1425,M,50,Puyo,3.5,24.96,14,590,19,5,2,34,4,No
1426,F,27,Tungurahua,4.4,20.64,63,130,19,1,5,28,5,Sí
1427,M,57,Manabí,1.6,36.5,2,543,8,1,0,27,5,No
1428,F,49,Azuay,0.5,47.99,68,205,16,5,2,40,3,Sí
1429,M,50,Quito,0.6,22.46,22,267,19,4,2,1,1,No
1430,M,19,Machala,0.7,54.12,52,88,19,2,0,33,2,Sí
1431,M,50,Bolívar,1.8,20.16,36,128,10,2,3,4,3,Sí
1432,F,50,Puyo,0.1,31.34,8,524,3,1,1,7,4,Sí
1433,F,58,Loja,2.0,40.79,14,543,9,5,2,9,4,No
1434,M,30,Bolívar,0.9,29.18,2,326,3,3,2,16,0,No
1435,M,47,Sucumbíos,0.7,8.36,92,240,12,3,2,5,1,Sí
1436,F,50,Zamora Chinchipe,4.2,48.91,69,152,8,2,3,34,0,Sí
1437,M,30,Ambato,1.2,25.65,16,258,7,4,0,23,5,No
1438,F,43,El Oro,0.2,46.17,25,417,11,2,3,43,2,Sí
1439,F,39,Santa Elena,3.5,16.04,20,169,6,1,0,25,3,No
1440,M,56,Imbabura,0.1,18.6,71,570,12,4,0,13,4,Sí
1441,M,19,Francisco de Orellana,2.6,47.94,20,420,2,3,1,24,1,No
1442,M,55,Orellana,3.0,40.11,10,299,3,5,3,11,4,No
1443,M,56,Machala,0.9,28.42,37,41,2,5,0,17,5,No
1444,M,43,Los Ríos,3.5,40.33,71,418,3,1,0,37,0,Sí
1445,F,63,Santa Elena,1.4,20.69,87,366,5,2,3,13,0,Sí
1446,M,32,Esmeraldas,1.2,36.65,34,535,13,1,1,27,3,No
1447,M,51,Cuenca,0.1,36.93,13,135,19,5,3,20,1,Sí
1448,F,59,Macas,0.7,29.39,13,61,2,3,2,33,5,No
1449,M,61,Azogues,5.3,22.47,9,103,2,5,1,42,1,No
1450,M,57,Cañar,1.0,36.05,11,200,15,4,3,32,3,No
1451,F,28,Santo Domingo,1.6,34.18,37,98,5,5,0,8,5,No
1452,F,20,Orellana,1.5,28.01,33,391,6,5,0,29,5,No
1453,M,23,Tulcán,1.8,19.49,40,462,12,4,1,40,0,No
1454,M,26,Azogues,0.1,35.19,9,129,14,2,1,19,0,Sí
1455,M,23,Carchi,0.9,28.05,16,38,17,5,1,6,0,No
1456,F,26,Guayas,2.6,19.48,16,58,14,1,4,44,4,Sí
1457,M,56,Ambato,0.4,35.65,66,143,3,5,1,39,2,Sí
1458,F,48,Azuay,0.5,59.12,61,491,17,1,2,48,0,Sí
1459,M,49,Manabí,0.0,29.5,94,172,7,4,2,41,2,Sí
1460,M,58,Macas,1.2,57.47,0,419,15,5,2,21,2,No
1461,M,29,Santo Domingo de los Tsáchilas,4.3,66.71,11,186,2,4,3,22,1,No
1462,F,25,Napo,0.1,20.7,3,364,18,4,2,42,3,No
1463,F,25,Cuenca,0.4,35.14,41,289,12,2,5,10,4,Sí
1464,F,45,Loja,0.7,66.56,12,111,4,5,2,10,2,No
1465,M,37,Azuay,2.6,33.18,97,470,12,1,2,29,4,Sí
1466,M,64,Cuenca,2.0,35.55,84,201,6,1,1,16,1,Sí
1467,M,24,Latacunga,1.1,9.95,85,260,18,5,3,1,0,Sí
1468,F,28,Macas,2.8,27.03,3,104,8,2,0,17,5,No
1469,M,37,Puerto Baquerizo Moreno,1.9,43.33,81,299,11,2,5,30,2,Sí
1470,M,33,Galápagos,4.5,71.44,68,91,12,2,4,26,3,Sí
1471,M,21,Santa Elena,3.4,32.06,18,349,4,1,1,46,5,No
1472,M,23,Pastaza,0.6,10.06,1,131,11,4,0,19,1,No
1473,M,39,Manabí,0.6,13.92,11,458,11,2,2,21,4,Sí
1474,F,43,Imbabura,0.3,34.46,80,284,15,1,3,17,0,Sí
1475,F,20,Santo Domingo de los Tsáchilas,0.8,52.66,73,561,13,1,2,46,4,Sí
1476,M,58,Latacunga,15.4,44.56,97,599,16,4,0,40,3,No
1477,M,59,Bolívar,1.0,41.9,5,141,11,5,0,21,2,No
1478,F,31,Manabí,0.5,54.64,7,342,11,5,3,41,3,Sí
1479,M,28,Imbabura,2.9,24.2,50,490,2,2,1,40,4,Sí
1480,F,35,Pichincha,1.6,35.29,10,491,11,2,2,45,4,No
1481,F,29,Zamora,0.3,27.19,62,121,3,4,0,49,5,Sí
1482,F,40,Tungurahua,1.0,30.93,56,81,18,2,2,19,3,Sí
1483,F,29,Nueva Loja,1.1,19.91,11,549,8,4,2,7,3,No
1484,F,30,Carchi,2.8,29.84,72,127,8,1,1,17,3,Sí
1485,F,42,Riobamba,0.0,34.58,1,265,10,2,5,1,0,Sí
1486,M,62,Pastaza,0.6,29.43,7,403,3,1,2,37,4,Sí
1487,M,36,Tungurahua,1.5,32.58,10,586,15,3,2,6,1,No
1488,M,63,Guaranda,0.6,41.08,52,263,18,4,2,26,0,Sí
1489,M,53,Imbabura,2.0,53.58,99,61,2,3,3,2,0,Sí
1490,F,62,Ambato,1.3,54.67,9,318,10,2,1,32,0,No
1491,F,25,Sucumbíos,0.9,46.42,84,571,5,1,0,48,5,Sí
1492,F,46,Azuay,6.0,16.1,83,143,9,2,2,5,1,Sí
1493,M,49,Riobamba,2.0,29.59,7,233,14,3,0,37,3,No
1494,M,61,Esmeraldas,0.3,30.89,35,58,5,2,2,31,5,Sí
1495,F,35,Bolívar,1.6,25.14,92,503,10,5,3,12,4,Sí
1496,M,23,Bolívar,3.0,40.14,75,282,10,3,1,35,2,No
1497,F,35,Manabí,2.5,11.09,13,415,19,2,1,30,5,No
1498,M,36,Guayaquil,0.4,60.4,53,91,13,1,1,48,2,Sí
1499,M,39,Pastaza,7.2,52.93,84,544,11,2,2,6,4,Sí
1500,M,54,Galápagos,1.2,42.17,85,459,12,1,1,15,1,Sí
1501,F,49,Quito,0.3,34.07,20,566,8,5,1,15,2,No
1502,F,58,Zamora,0.4,53.43,49,170,10,2,0,16,0,Sí
1503,M,20,Chimborazo,0.2,45.34,93,329,7,5,1,20,5,Sí
1504,F,45,Puerto Baquerizo Moreno,3.3,51.6,38,340,17,3,0,13,2,No
1505,F,27,Riobamba,0.3,34.11,19,500,16,1,3,44,4,Sí
1506,M,52,Babahoyo,0.3,61.84,87,422,8,3,2,42,0,Sí
1507,M,46,Macas,3.8,52.5,86,474,17,1,0,46,2,Sí
1508,F,32,Santa Elena,0.8,42.64,6,201,6,5,0,31,4,No
1509,M,50,Ambato,0.1,53.84,8,60,17,4,0,34,1,No
1510,F,24,Bolívar,0.1,28.71,0,76,2,2,0,29,4,Sí
1511,F,29,Francisco de Orellana,0.3,17.49,25,159,6,5,3,3,1,Sí
1512,M,47,Azuay,0.5,39.82,37,381,8,1,3,9,0,Sí
1513,M,38,Zamora,2.2,34.14,37,87,6,1,3,11,4,Sí
1514,F,48,Machala,0.3,32.03,60,135,18,1,2,11,3,Sí
1515,M,41,Morona Santiago,0.3,53.24,43,359,9,1,1,25,5,Sí
1516,M,37,Azogues,2.9,37.51,85,412,2,2,1,22,3,Sí
1517,M,54,Riobamba,2.2,38.95,43,191,3,3,2,42,3,No
1518,F,21,Sucumbíos,1.1,30.09,73,315,16,4,0,46,3,No
1519,M,45,Loja,1.6,48.22,61,100,19,2,3,9,5,Sí
1520,M,61,Guayas,0.7,45.53,5,483,12,1,2,20,3,Sí
1521,F,37,Pastaza,1.3,48.1,16,596,11,2,2,21,1,No
1522,M,41,Puerto Baquerizo Moreno,1.4,27.54,50,426,5,5,1,10,4,No
1523,M,49,Santa Elena,1.0,54.56,37,544,6,1,3,22,0,Sí
1524,F,58,Guayaquil,4.7,62.58,23,55,5,4,2,29,3,No
1525,F,53,Tungurahua,0.0,47.63,50,342,14,1,2,9,3,Sí
1526,F,51,Orellana,3.0,22.86,9,155,14,4,1,5,0,No
1527,M,53,Santo Domingo de los Tsáchilas,0.3,22.97,71,437,19,4,0,40,0,Sí
1528,M,19,Loja,3.2,29.37,20,594,3,3,1,11,3,No
1529,M,32,Puyo,1.9,26.53,69,227,17,3,0,1,1,No
1530,F,51,Ibarra,3.7,33.93,84,217,2,2,1,42,0,Sí
1531,F,53,Napo,0.2,44.49,56,513,10,2,1,1,4,Sí
1532,M,23,Azuay,1.6,39.35,38,479,4,4,0,39,4,No
1533,M,56,Guayaquil,1.4,38.03,87,552,8,1,1,46,1,Sí
1534,F,59,Santo Domingo de los Tsáchilas,2.4,31.38,32,383,11,5,2,5,5,No
1535,F,29,Manabí,1.5,33.89,58,129,2,5,1,49,2,No
1536,M,20,Bolívar,1.6,46.95,17,587,11,1,0,22,1,No
1537,F,62,Macas,1.1,4.82,55,585,10,1,1,26,3,Sí
1538,M,35,Imbabura,0.7,34.83,91,307,16,3,3,6,2,Sí
1539,F,57,Santa Elena,1.3,39.32,56,520,16,5,0,32,3,No
1540,M,38,Galápagos,0.3,46.75,95,284,4,4,2,48,4,Sí
1541,M,32,Sucumbíos,6.5,19.85,75,410,6,2,2,11,0,Sí
1542,F,50,Pastaza,2.5,19.06,47,571,10,3,2,10,3,No
1543,M,52,Esmeraldas,6.1,43.76,41,293,10,5,0,47,4,No
1544,F,43,Esmeraldas,0.5,6.43,26,358,8,1,4,39,1,Sí
1545,F,25,Cuenca,4.2,54.98,73,144,13,5,0,34,3,No
1546,M,53,Orellana,3.3,38.4,51,305,10,4,2,31,4,No
1547,M,47,Esmeraldas,2.3,58.38,41,517,7,3,0,12,0,No
1548,F,40,Santa Elena,2.0,18.69,31,310,3,1,3,44,3,Sí
1549,F,59,Chimborazo,0.8,28.45,25,304,10,4,7,16,5,Sí
1550,F,61,Francisco de Orellana,3.4,-1.12,24,357,18,2,2,38,4,No
1551,F,31,Bolívar,1.4,23.06,74,240,2,3,3,3,3,Sí
1552,F,31,Portoviejo,0.1,32.24,22,581,7,4,2,2,0,No
1553,F,19,Santa Elena,0.8,5.56,97,55,6,4,0,5,3,Sí
1554,F,54,Esmeraldas,5.5,29.08,56,56,3,1,1,11,3,Sí
1555,F,22,Quito,3.8,5.19,51,112,10,2,0,25,5,Sí
1556,M,55,Pichincha,8.0,31.14,86,442,15,4,1,35,4,No
1557,M,62,Orellana,2.0,52.21,92,196,5,3,1,35,2,No
1558,M,58,Morona Santiago,0.6,34.48,30,198,5,4,0,22,3,No
1559,F,64,Puyo,0.4,59.87,63,258,16,5,3,37,2,Sí
1560,F,31,Portoviejo,0.4,46.79,70,396,9,3,1,22,1,Sí
1561,F,56,Orellana,0.0,55.22,32,557,5,3,3,11,3,Sí
1562,M,42,Santa Elena,1.0,23.53,84,567,17,4,3,32,2,Sí
1563,M,37,Cotopaxi,0.4,23.16,1,553,5,1,1,35,1,Sí
1564,M,19,Esmeraldas,1.1,40.18,17,101,17,3,3,31,5,No
1565,M,56,Morona Santiago,5.5,11.33,46,135,13,5,2,45,4,No
1566,F,23,Morona Santiago,1.1,42.07,32,311,17,1,2,8,3,No
1567,M,34,Morona Santiago,4.2,30.14,97,162,9,1,2,20,4,Sí
1568,M,42,Ibarra,1.9,54.95,83,563,7,1,2,42,1,Sí
1569,M,45,Babahoyo,0.6,45.19,34,298,11,3,2,34,4,No
1570,M,19,Santa Elena,0.9,51.45,50,441,6,1,3,4,4,Sí
1571,F,52,Napo,0.2,23.69,17,47,19,4,1,18,0,No
1572,F,54,Machala,0.8,50.72,87,146,11,1,2,4,1,Sí
1573,M,22,Santa Elena,2.3,56.67,71,173,11,5,2,20,4,No
1574,F,18,Orellana,0.1,34.42,29,580,8,2,2,9,2,Sí
1575,F,57,El Oro,0.5,23.91,43,451,19,5,2,16,1,No
1576,M,29,Babahoyo,1.0,24.17,52,398,2,3,1,26,0,No
1577,M,53,Chimborazo,8.0,53.59,9,587,8,1,0,38,3,No
1578,M,62,Tulcán,3.1,75.27,86,79,2,1,2,25,5,Sí
1579,F,40,Macas,2.6,20.28,51,135,16,4,0,4,4,No
1580,M,64,Pastaza,0.2,19.12,48,245,5,1,2,41,2,Sí
1581,F,48,El Oro,3.0,48.82,10,454,11,5,2,45,0,No
1582,M,28,Zamora,3.1,23.69,65,101,10,3,1,41,1,No
1583,F,27,Ambato,1.8,50.28,57,475,3,2,2,38,5,Sí
1584,M,20,Carchi,9.3,41.98,89,215,15,1,2,19,5,Sí
1585,F,31,Azuay,0.8,34.64,35,99,17,2,0,14,4,Sí
1586,M,33,Guayas,5.7,41.62,32,179,2,1,0,21,0,No
1587,M,27,Morona Santiago,4.9,40.7,46,275,3,3,3,15,0,Sí
1588,M,46,Azuay,0.0,32.31,12,567,8,5,3,3,2,Sí
1589,M,27,Quito,1.2,8.65,39,128,11,3,0,37,3,No
1590,M,29,Imbabura,7.6,37.68,88,307,2,2,2,46,3,Sí
1591,M,47,Azogues,0.2,58.6,67,592,14,1,1,16,3,Sí
1592,F,58,Tulcán,1.6,10.87,41,484,2,2,2,14,5,No
1593,M,18,Santa Elena,7.7,20.51,18,133,6,5,1,9,5,No
1594,M,22,Santo Domingo,1.6,41.4,81,262,17,3,0,47,1,No
1595,F,37,Esmeraldas,0.4,35.58,93,423,16,2,1,7,5,Sí
1596,F,25,Cotopaxi,1.7,41.17,18,530,18,2,1,14,5,No
1597,F,60,Azogues,0.5,24.51,57,280,17,5,0,6,0,Sí
1598,M,29,Santo Domingo,1.5,52.44,22,550,14,1,1,21,1,No
1599,M,18,Santa Elena,0.2,35.7,53,108,12,2,1,15,0,Sí
1600,M,37,Azogues,1.9,45.45,79,81,18,5,1,8,2,No
1601,M,45,Azogues,1.5,39.8,64,255,18,1,0,34,2,Sí
1602,M,60,Napo,2.7,37.63,11,80,3,1,2,40,1,No
1603,M,54,Cuenca,2.0,44.4,23,215,14,3,1,1,1,No
1604,M,64,Francisco de Orellana,1.6,37.8,33,63,15,5,1,32,5,No
1605,M,54,Quito,2.3,17.15,52,160,12,1,0,49,2,Sí
1606,F,29,Puerto Baquerizo Moreno,0.3,51.31,7,472,11,3,3,5,4,Sí
1607,M,54,Santo Domingo de los Tsáchilas,1.8,47.27,17,461,4,4,3,30,3,No
1608,M,61,Riobamba,0.4,3.4,56,526,18,5,2,22,5,Sí
1609,F,45,Morona Santiago,5.2,25.19,4,432,16,4,2,20,3,No
1610,F,64,Imbabura,0.1,50.64,25,352,10,1,2,16,2,Sí
1611,M,32,Ibarra,1.1,7.6,29,239,11,5,0,7,3,No
1612,F,23,Napo,2.4,49.15,53,358,9,3,1,7,4,No
1613,F,61,Tena,1.2,32.88,12,401,14,1,1,2,4,No
1614,M,37,Ibarra,0.2,55.1,82,489,19,5,1,47,0,Sí
1615,F,31,Esmeraldas,1.6,34.98,28,162,6,5,2,14,1,No
1616,M,19,Imbabura,2.1,24.17,2,150,7,4,0,31,3,No
1617,M,26,Azuay,2.4,39.62,89,481,18,1,2,41,4,Sí
1618,M,54,Chimborazo,0.9,34.54,57,158,12,3,1,14,1,Sí
1619,F,37,Portoviejo,1.7,22.84,75,120,17,3,0,5,1,No
1620,F,43,Santa Elena,1.2,68.28,1,58,10,1,2,11,0,No
1621,M,46,Sucumbíos,2.2,20.43,74,553,3,1,1,40,1,Sí
1622,M,18,Latacunga,1.8,1.36,27,362,6,2,2,5,1,No
1623,M,52,Riobamba,1.5,58.73,81,326,2,4,1,29,5,No
1624,F,23,Esmeraldas,0.6,26.25,76,159,5,1,2,11,2,Sí
1625,F,54,Guaranda,0.0,30.55,85,322,5,1,2,5,0,Sí
1626,M,22,Puerto Baquerizo Moreno,0.4,29.63,75,202,4,2,0,49,0,Sí
1627,F,50,Latacunga,0.2,26.46,1,53,10,2,0,32,3,Sí
1628,F,31,Cuenca,1.2,23.51,6,128,13,5,1,36,1,No
1629,M,29,Latacunga,1.9,20.05,25,435,11,3,2,15,3,No
1630,M,59,Cotopaxi,0.5,35.97,89,385,3,4,2,19,5,Sí
1631,F,37,Guayaquil,5.6,28.97,87,168,12,5,0,22,4,No
1632,F,41,Latacunga,0.0,45.96,75,532,11,1,0,34,1,Sí
1633,F,60,Quito,3.0,42.24,15,203,7,2,1,17,4,No
1634,F,51,Tungurahua,2.0,21.09,22,58,19,3,0,12,2,No
1635,M,42,Babahoyo,0.9,36.63,39,525,3,5,0,25,5,No
1636,M,46,Pichincha,0.1,28.73,59,380,3,3,1,17,1,Sí
1637,F,56,Nueva Loja,2.0,20.13,72,583,11,2,1,10,3,Sí
1638,M,48,Guayaquil,1.0,45.34,31,328,17,5,1,28,3,No
1639,M,64,Cañar,5.5,33.18,14,221,13,5,3,18,1,No
1640,M,60,Latacunga,1.6,28.89,12,93,2,3,0,18,3,No
1641,M,40,Chimborazo,5.6,22.17,4,244,9,2,2,45,1,No
1642,M,61,Esmeraldas,0.5,19.58,74,195,17,1,4,32,0,Sí
1643,M,55,Carchi,2.6,64.83,73,572,19,5,0,14,3,No
1644,M,37,Guayaquil,1.9,40.01,51,261,14,1,0,16,1,Sí
1645,M,40,Morona Santiago,2.7,18.63,76,570,16,2,1,18,1,Sí
1646,F,62,Ibarra,0.5,39.32,40,224,13,5,1,16,3,No
1647,F,33,Orellana,2.2,50.93,52,535,9,5,2,17,0,No
1648,F,59,Cotopaxi,1.4,37.51,49,363,11,1,1,7,3,Sí
